,name,title,description,creator,youtube_url,template_url,date_posted
148,Ultimate AI Assistant,I Built the Ultimate Team of AI Agents in n8n With No Code (Free Template),"This video by Nate Herk showcases a no-code automation system built in n8n that orchestrates a team of specialized AI agents. The workflow integrates an email agent, calendar agent, content creator agent, and contact agent to manage tasks such as sending emails, creating calendar events, drafting blog posts, and updating contacts. It leverages GPT-4 and Claude 3.5 Sonet along with APIs for Gmail, Airtable, and calendar services. The system’s modular design, dynamic tool calls, and multi-step processing are highlighted with demos and a free downloadable JSON template.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=9FuNtfsnRNo,https://drive.google.com/file/d/1jeWlCmi_aOGEsvUcIexGNyj9RI8oUMs5/view?usp=drive_link  https://drive.google.com/file/d/1nXudDokTVGBJohdS_jUKqcUTj1CYO9aO/view?usp=drive_link  https://drive.google.com/file/d/16hT112vkKH7WPBd1gXVMzDuGimIMehLq/view?usp=drive_link  https://drive.google.com/file/d/12vo-ispmMjBpIqTKcvJOXlA7llcbntCc/view?usp=drive_link  https://drive.google.com/file/d/1pj4L9NOwECWs0raucJPkWheR_AcTaQyM/view?usp=drive_link ,2025-02-03T04:05:00.000Z
149,Travel Agent Workflow,OpenAI Fires Back at DeepSeek With a New Reasoning Model: o3-mini (n8n AI Agent),"This video by Nate Herk demonstrates a system that integrates OpenAI’s new O3 Mini reasoning model as an AI agent within an automation workflow. The tutorial builds a travel agent that pulls data from three Pinecone databases (resorts, flights, and activities), formats an HTML itinerary, and sends it via a Gmail tool. The video details prompt engineering, sequential tool calls, and includes a free downloadable workflow template available through his free Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=IBaT-XQm_wE,https://drive.google.com/file/d/1RWYii5r5yOSIItRc-_6aNtXGmd-ltEA0/view?usp=drive_link  https://drive.google.com/file/d/1z7Pj1D9uiRLMfwpu2ofB1SGLSDhKSFTY/view?usp=drive_link ,2025-02-01T19:14:02.000Z
150,Gmail HR Workflow,How to process with AI 500 CVs from your Gmail in 1 hour,"This system automates HR processes by using a Gmail trigger to capture incoming CV emails and process multiple attachments such as PDFs and DOC files. It extracts and aggregates text, then uses OpenAI API to match CV data against job listings stored in Airtable and score candidates based on custom criteria. Error handling is implemented via loops and conditions, ensuring robust processing. Created by Mark and Philipp from 5minAI, this walkthrough includes a free workflow template.",5minAI,https://www.youtube.com/watch?v=iNjFF4RzoVg,https://drive.google.com/file/d/1Iz1z5Xb1ceiwKIkM632kQZaHfYmkkIqH/view?usp=drive_link,2025-02-01T13:32:35.000Z
152,Cold Email AI Workflow,"N8N Foundational Concepts (AI Agents, JSON, Logic)","This comprehensive workflow automates personalized cold email outreach by integrating a Google Sheets trigger for lead data, OpenAI for generating dynamic email subject lines, icebreakers, elevator pitches, and Gmail for drafting emails. It showcases advanced techniques using fixed vs expression fields, JSON manipulation, looping, filtering, and merging to build robust business processes. Created by Nick Saraev.",Nick Saraev,https://www.youtube.com/watch?v=6b442bN0CyI,https://drive.google.com/file/d/1H92R8P6Q8zRHbbbU9ZJl4XvI09Tn6PnP/view?usp=drive_link,2025-01-28T03:30:06.000Z
153,Crawl4AI Web Scraper,n8n + Crawl4AI - Scrape ANY Website in Minutes with NO Code,"This system integrates an open-source web scraping engine deployed via Docker with a no-code workflow that automates website crawling, content extraction, and data ingestion for retrieval-augmented generation. The workflow uses HTTP requests to trigger asynchronous scraping tasks, parses sitemap.xml for URLs, processes markdown and HTML responses, and feeds vector embeddings (via OpenAI) into a Supabase vector store. The process also includes AI agent components such as Pydantic AI and TEN Agent. Creator Cole Medin demonstrates step-by-step deployment and integration techniques in this free template workflow.",Cole Medin,https://www.youtube.com/watch?v=c5dw_jsGNBk,https://drive.google.com/file/d/1nUl0j6Y7HQRcE2sOOsU8hx9lTlVSMHJC/view?usp=drive_link  https://drive.google.com/file/d/159iNaTq4b4sO2LJY87Og7svvFB3RuBd_/view?usp=drive_link  https://drive.google.com/file/d/1UsJuUUq-63fQKGPNwnAZ3sNGwS-0Tntg/view?usp=drive_link  https://drive.google.com/file/d/1GOrBLRSOnEBkaG_ZzBr_hsPa9LEB615-/view?usp=drive_link ,2025-01-27T01:00:24.000Z
154,DeepSeek R1 Planner,How to Actually Build Agents with DeepSeek R1 in n8n (Without OpenRouter),"In this workflow, creator Nate Herk demonstrates a system that integrates the DeepSeek R1 reasoning model as a planning agent to handle real-world automation tasks like email sending and calendar event creation. The setup uses an HTTP request to connect directly to DeepSeek’s API, bypassing OpenRouter, and splits responsibilities between a planning agent that converts user commands into detailed step-by-step instructions and a tools agent that executes the tasks using other models such as GPT-4 or Claude 3.5. The free template is available through his community link.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=tjaD65OCoE8,https://drive.google.com/file/d/1fjOajCeqbE1flHCpx5Kq0qr8nvoMsMVN/view?usp=drive_link,2025-01-24T17:17:32.000Z
155,Business Automation Suite,"N8N For Everyone (AI Agents, Workflows, & More)","In this comprehensive tutorial by Nick Saraev, the creator demonstrates how to build complete automated workflows using n8n. The video walks through setting up triggers—from manual activation and form submissions to API events from cal.com—and integrates multiple actions such as sending personalized emails via Gmail, using OpenAI for dynamic content, and updating CRM records in ClickUp. A free template collection for these workflows is available at the linked Gumroad page.",Nick Saraev,https://www.youtube.com/watch?v=r6uX3btBgvw,https://drive.google.com/file/d/1qsO-s48nDhyv-xC6x9AO06W1hbdYxOGJ/view?usp=drive_link,2025-01-24T03:45:02.000Z
157,Omni AI Assistant,Build Your OWN AI Agent That Can SEE And SPEAK With Ease,"Leon van Zyl demonstrates a full-featured AI agent workflow that processes text, voice, and images without coding. This system integrates Telegram triggers, voice transcription, and text-to-speech capabilities alongside advanced OpenAI chat and image analysis. Additional tools include Gmail for email handling, Google Calendar for scheduling, SERP API for web search, and Pinecone for a custom knowledge base. The workflow uses dynamic system prompts and switch nodes for multimodal input management. A free downloadable template is provided.",Leon van Zyl,https://www.youtube.com/watch?v=cTvaMD4Tt9Y,https://drive.google.com/file/d/154CXEPU9aInFDPu5VeXmPyp2l9PRI2OV/view?usp=drive_link  https://drive.google.com/file/d/1OgJheom6elKiDngLw96h3H6Xh8Q1EF7T/view?usp=drive_link ,2025-01-21T11:00:46.000Z
158,Video Audition Analyzer,How to analyse any video with Gemini AI in N8N,"This system automates the review of audition tapes by integrating Google Drive, Gemini AI (using Jimini API), and Airtable into one seamless workflow built on n8n. It starts with a Google Drive trigger to upload video files, then passes them via HTTP requests and file download/upload modules to Gemini AI for emotional and facial analysis. The AI returns ratings and comments that are stored in Airtable, enabling rapid candidate evaluation. Developed by Mark and Philipp on the 5minAI channel, the full workflow is available via the linked free template.",5minAI,https://www.youtube.com/watch?v=zehXwwnH8d0,https://drive.google.com/file/d/18LCOLhvfUCIEifES9g7_bzAkQspp2jGp/view?usp=drive_link,2025-01-20T22:08:23.000Z
160,Email AI Agent,"How I'd Teach a 10 Year Old to Build AI Agents (No Code, n8n)","In this tutorial video by Nate Herk, a complete workflow is built in n8n for creating an AI-powered email agent. The system combines an OpenAI chat model for processing user inputs, window buffer memory for maintaining conversation context, a Gmail tool for sending emails, and a Google Sheets contact database for dynamically retrieving recipient information. The video demonstrates setting up credentials, configuring dynamic expressions for email contents, and updating system prompts. Free access is provided via his free Skool community, where the workflow template is available.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=6DLZK7XDOGo,https://drive.google.com/file/d/1pkdI5-ezSEHMv1IuNqniaM60lMtnt04k/view?usp=drive_link,2025-01-17T04:08:31.000Z
161,Customer Support Automation,This AI Agent Handled 1000+ Support Tickets (Here's How),"This system automates customer support by handling FAQs, package tracking, ticket creation, and call scheduling through a sophisticated AI agent workflow. It integrates an AI agent with OpenAI, manages dynamic chat memory via Postgres, and leverages document retrieval using Supabase as a vector store. Additional modules interact with Airtable for database operations and Google Drive/Calendar for document management and scheduling. The guide, provided by Mark and Philipp of 5minAI, offers a free template in the community.",5minAI,https://www.youtube.com/watch?v=LCRxRnsWErs,https://drive.google.com/file/d/1SeslCyoTxjySKkppm2aCkSOcnuQw7W_D/view?usp=drive_link,2025-01-14T12:58:09.000Z
163,Telegram Chatbot Workflow,Flowise AI Tutorial (2025) #12 - Telegram Integration,"In this tutorial, Leon van Zyl shows how to build a Telegram chatbot workflow that integrates Flowise AI with an automation tool. The system uses Telegram triggers to receive messages and HTTP request nodes to post queries to Flowise’s API endpoints. It manages chat history and context by passing chat IDs, and incorporates SER API and OpenAI credentials for web search and text generation. The free template is available via the course resources on GitHub.",Leon van Zyl,https://www.youtube.com/watch?v=o8yhnqCF2gs,https://drive.google.com/file/d/1puYPa55_fP14zxK8us4qb83dSOB30zFK/view?usp=drive_link  https://drive.google.com/file/d/1Xf-nw-sR_n7oGlCVrGgHE8hHXRZLv_H6/view?usp=drive_link  https://drive.google.com/file/d/1XRC2kHjweSajJ_e96i11EpFzZTI2_ovc/view?usp=drive_link  https://drive.google.com/file/d/152LPpnD3gJuKZXvINXVYZ68HqUwL6NE3/view?usp=drive_link  https://drive.google.com/file/d/1qxOCjhI7ki5QZda8e0QeuJeNUjN5weY5/view?usp=drive_link  https://drive.google.com/file/d/13d8PL79x7RA3gH9fC1_vxXjPr9KiOFLf/view?usp=drive_link ,2025-01-11T08:58:22.000Z
165,Email Auto Agent,"How I Built an AI Agent to Automate my Emails in n8n (Step by Step, No Code)","This workflow automates email handling by detecting customer support inquiries. Using a Gmail trigger and set field node, the email content is evaluated via an OpenAI node to determine if it is support-related. If true, a conditional switch routes the email to an AI agent which consults a Pinecone vector database loaded with customer support policies and FAQs, drafts a response, and then notifies via Telegram. Created by Nate Herk and available through his free Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=KIJHRq_Tg6o,https://drive.google.com/file/d/1CMMCcU56QNDyXLo2G9GTbjMr6CnXObiJ/view?usp=drive_link  https://drive.google.com/file/d/1yDwZQ5p_BkWJPs6cgIeuQ_zSK_8IEowo/view?usp=drive_link ,2024-12-12T01:35:24.000Z
166,RAG Document System,The Best RAG System On YouTube (Steal This!),"In this detailed tutorial, Nate Herk demonstrates a robust RAG system built on n8n that integrates Supabase and Postgres for dynamic document management. The workflow monitors a Google Drive folder for file creations and updates, automatically converting file types (e.g., Google Docs to text, PDF processing) and extracting metadata for vector database uploads. With built-in versioning and AI agent interaction, this automation streamlines data consistency and retrieval. Free template available via the Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=Kvf-Pr1LRe4,https://drive.google.com/file/d/1_t3bSGLr2u-IT_cy9Pf0ry7wmw3uDgPe/view?usp=drive_link,2024-12-07T02:13:45.000Z
167,Invoice Processing Agent,This AI Agent Extracts Text From Images in n8n,"This workflow implements a no-code solution that processes invoice images triggered via Telegram. The system downloads the image, sends it to a free OCR API (ocr.space) to extract text, and then parses the extracted data to update a database and upload the original image to Google Drive. It further generates a summary response back to Telegram. Built by Nate Herk on his AI Automation channel, this practical system demonstrates robust integration of multiple APIs and nodes.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=skHe-qIRkM4,https://drive.google.com/file/d/1YZJKUed1cueBFn9yiOGj60GBLhI3i9m-/view?usp=drive_link,2024-12-05T21:34:27.000Z
168,Vector DB Integration,"Vector Database Optimization with n8n: Metadata, Text Splitting, & Embeddings","Nate Herk presents a detailed workflow for optimizing vector database operations using a no-code automation system. The system covers inserting data into Pinecone, handling metadata, and implementing various text splitting techniques (recursive, token, and character splitting) to fine-tune embeddings for Retrieval-Augmented Generation (RAG). The tutorial explains API configurations, binary versus JSON processing, and error handling for embedding mismatches. The free template is accessible via his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=VBw5PEV-zKw,https://drive.google.com/file/d/1DjxnKBX35rCQta__qNSMpICilX5sZRYA/view?usp=drive_link,2024-12-04T01:11:47.000Z
169,Multi-Agent Content Maker,Build this Multi AI Agent System for Research and Content Creation in n8n,"This system is a multi-agent workflow designed for automated research and tailored content creation. It integrates with Google Sheets to trigger a series of processes that use the Tavali API for real-time news search, then channels the gathered data into three specialized agents to produce optimized posts for LinkedIn, X (Twitter), and blogs. Built in n8n, it leverages automated triggering and data-driven prompts to deliver audience-targeted content. Creator: Nate Herk.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=u2Tuu02r7QI,https://drive.google.com/file/d/1Up3GxZU9_29biPbi2H0VsxJl3S6GRMgu/view?usp=drive_link,2024-12-03T03:00:00.000Z
170,Personal Assistant,"How to Build a Personal Assistant AI Agent in n8n (Step-by-Step, No Code)","This in-depth tutorial by Nate Herk demonstrates a no-code personal assistant built in n8n that integrates multiple agents and tools. The system uses telegram triggers, a built-in AI agent with memory, and several tool nodes including Gmail for emailing, Google Sheets for contact management, Google Calendar for event scheduling, and a research agent leveraging Wikipedia and Hacker News. It also showcases text-to-speech conversion via 11 Labs. Access the free workflow template via the free Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=ZP4fjVWKt2w,https://drive.google.com/file/d/1-NTtE59s0xq6uhhm-01fOOG0XHtGwBDd/view?usp=drive_link  https://drive.google.com/file/d/10UW7XA4h--As9rmknmCPV-4qYQMS7_dS/view?usp=drive_link  https://drive.google.com/file/d/1jcCh0VbaAjoS_H7Qk-CzaS_w-np6Ve37/view?usp=drive_link  https://drive.google.com/file/d/1YCrEOazOxgqvQakaxH4OX9tezW5KXa3D/view?usp=drive_link ,2024-11-29T03:07:45.000Z
171,RAG Agent Workflow,Step by Step: RAG AI Agents Got Even Better,"This video presents a detailed build of a RAG AI agent workflow using a no-code platform. It integrates a persistent memory system with Postgres, a vector store via Supabase, and file automation driven by Google Drive triggers, while leveraging text embeddings and OpenAI-based models. The agent retrieves and updates contextual data in real time for project management. Created by Nate Herk, the free template is available through his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=wEXrbtqNIqI,https://drive.google.com/file/d/1rlyxt0PlcFnz21hCjnALRPZSQjc3z9ZL/view?usp=drive_link  https://drive.google.com/file/d/1Wqvj3w1mp9TNSnvjtB0p9ZhqAm8wtsc0/view?usp=drive_link ,2024-11-24T02:25:14.000Z
172,Email Scraper,Step by Step: Scrape UNLIMITED Emails for FREE with n8n,"This workflow system automates email scraping from Google Maps by iterating over custom search queries. It sends dynamic HTTP GET requests to Google Maps, parses large HTML chunks with code nodes, filters and removes duplicate domains using regex, and then aggregates the valid email addresses before appending them to a Google Sheet. The system features error handling through looping configurations and a trigger workflow to call sub-workflows. Created by Nate Herk, the free template is available from his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=NzMNuuS5JbI,https://drive.google.com/file/d/1T1IZcunKHOlmQrv5jMUpvKqsVu6EJb9m/view?usp=drive_link  https://drive.google.com/file/d/1clcHKxR1shjZu-CUj05k3R9gUrTbPcf2/view?usp=drive_link ,2024-11-15T00:42:12.000Z
173,Lead Nurturing Workflow,Step By Step: Automating Lead Nurturing with No Code in n8n,"This automated lead nurturing workflow built with n8n integrates Google Forms and Sheets, OpenAI’s GPT-4, Gmail, and Slack notifications to capture and process lead data. The system triggers on new Google Form submissions, processes inputs with custom JavaScript and AI to generate personalized emails, updates CRM status and tagging in Google Sheets, and notifies teams via Slack. Created by Nate Herk, this video provides access to a free template via his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=fWtXJswvUcA,https://drive.google.com/file/d/1aLQOrXF8LQsi6UI-qqbLqZhcW-cuWVJp/view?usp=drive_link,2024-11-01T00:34:10.000Z
175,Pinecone RAG Agent,Step-By-Step: Add 100+ Files to Pinecone for RAG AI Agent with n8n,"In this in-depth tutorial by Nate Herk, a complete workflow is demonstrated for automating the upload of multiple documents from Google Drive to the Pinecone vector database, creating a Retrieval-Augmented Generation (RAG) AI agent. The system features file search, content download, looping for batch processing, recursive text splitting, and integration with OpenAI’s API to enable a restaurant assistant application. The free template is available via the Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=iT9xpiUwVbI,https://drive.google.com/file/d/1F0buhz4quaxru0H1GQbcYWnefWik_vyP/view?usp=drive_link  https://drive.google.com/file/d/1dP1ujDPksBYQUbivmijquDri5E1oFhCg/view?usp=drive_link ,2024-10-18T04:39:17.000Z
176,Inbox AI Automator,I Built an AI Agent that Automated my Inbox with n8n (No Code),"This workflow automates email management by classifying incoming emails into categories such as high priority, customer support, promotional, and finance. It leverages Gmail triggers to capture email content, utilizes OpenAI nodes for text classification and response generation, and integrates Telegram for real-time notifications. Detailed steps include JSON variable handling, draft creation, and conditional routing. Created by Nate Herk, this free system is available through his community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=JUx2ZfNfD64,https://drive.google.com/file/d/1y6HbQ9V-eYxFf167rjxTxKIfQzVEAYA2/view?usp=drive_link,2024-10-15T03:19:39.000Z
177,Personal Assistant AI,I Built a Personal Assistant AI Agent with No Code in n8n,"In this detailed tutorial, Nate Herk builds a no-code personal assistant AI agent that integrates seamlessly with Telegram, Gmail, Google Calendar, and a Google Sheets database using the n8n workflow platform. The system leverages OpenAI’s GPT-4 for natural language processing, Pinecone for vector storage, and custom nodes for fetching/sending emails, calendar events, and database updates. The free template is provided through the Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=omw1MEvMCo0,https://drive.google.com/file/d/1hbZp6hIXDpyyHaR1gR4igpSbEJgdHT2a/view?usp=drive_link  https://drive.google.com/file/d/1sUObA32j6HTdWtLcHsOCTJ2xtCpiEaWR/view?usp=drive_link  https://drive.google.com/file/d/1tyz8fyezQQ3RvSmX4jdoLiaeH2fwYWRM/view?usp=drive_link  https://drive.google.com/file/d/1RtDoTmF2zhLhoRNiD_LldGZHuxi0T1-n/view?usp=drive_link  https://drive.google.com/file/d/1alDeKxzDLbP4Kx5v6eNmiQqQnIAcH8J2/view?usp=drive_link  https://drive.google.com/file/d/1TyNe9JVcB8jMLwyjbH7f9X5thBmd1yvc/view?usp=drive_link  https://drive.google.com/file/d/1CM7hWjc0yXXUwsR5g7om6jNEdXb3M2xI/view?usp=drive_link ,2024-10-12T05:36:00.000Z
